year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2020-08,2021-09,Long-term migrant,Departures,Male,0-4 years,88,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,10-14 years,47,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,10-14 years,56,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,15-19 years,155,2,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,15-19 years,132,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,20-24 years,229,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,20-24 years,250,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,25-29 years,390,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,25-29 years,424,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,30-34 years,258,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,30-34 years,278,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,35-39 years,124,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,35-39 years,145,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,40-44 years,84,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,40-44 years,99,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,45-49 years,84,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,45-49 years,91,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,5-9 years,73,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,5-9 years,72,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,50-54 years,75,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,50-54 years,74,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,55-59 years,75,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,55-59 years,77,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,60-64 years,75,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,60-64 years,47,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,65-69 years,53,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,65-69 years,39,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,70-74 years,22,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,70-74 years,26,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,75-79 years,3,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,75-79 years,3,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,80-84 years,5,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,80-84 years,2,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,85-89 years,1,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,85-89 years,3,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,90+ years,1,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,0-4 years,89,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,0-4 years,139,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,10-14 years,72,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,10-14 years,71,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,15-19 years,-69,2,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,15-19 years,-52,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,20-24 years,-29,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,20-24 years,-52,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,25-29 years,52,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,25-29 years,-73,2,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,30-34 years,138,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,30-34 years,72,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,35-39 years,95,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,35-39 years,74,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,40-44 years,70,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,40-44 years,79,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,45-49 years,29,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,45-49 years,59,2,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,5-9 years,87,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,5-9 years,78,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,50-54 years,35,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,50-54 years,58,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,55-59 years,38,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,55-59 years,36,2,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,60-64 years,50,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,60-64 years,61,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,65-69 years,12,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,65-69 years,30,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,70-74 years,12,1,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,70-74 years,3,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,75-79 years,10,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,75-79 years,7,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,80-84 years,4,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,80-84 years,3,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,85-89 years,2,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,85-89 years,-1,0,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,90+ years,-1,0,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,401,2,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,246,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,167,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,398,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,793,2,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,745,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,439,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,331,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,263,2,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,311,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,242,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,227,2,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,233,2,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,134,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,63,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,23,1,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,14,0,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,5,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,172,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,103,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,287,2,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,479,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,814,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,536,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,270,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,183,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,175,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,145,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,149,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,152,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,122,1,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,92,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,48,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,6,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,7,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,4,0,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,0-4 years,228,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,10-14 years,143,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,15-19 years,-120,3,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-81,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-21,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,30-34 years,210,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,35-39 years,170,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,40-44 years,149,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,45-49 years,88,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,5-9 years,166,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,50-54 years,92,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,55-59 years,75,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,60-64 years,111,2,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,65-69 years,42,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,70-74 years,15,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,75-79 years,17,1,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,80-84 years,7,0,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,85-89 years,1,0,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,0,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,90+ years,1,0,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,90+ years,-1,0,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2534,4,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2499,5,Provisional
2020-08,2021-09,Long-term migrant,Departures,Female,TOTAL,1838,3,Provisional
2020-08,2021-09,Long-term migrant,Departures,Male,TOTAL,1906,3,Provisional
2020-08,2021-09,Long-term migrant,Net,Female,TOTAL,697,5,Provisional
2020-08,2021-09,Long-term migrant,Net,Male,TOTAL,593,6,Provisional
2020-08,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,5034,8,Provisional
2020-08,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,3744,5,Provisional
2020-08,2021-09,Long-term migrant,Net,TOTAL,TOTAL,1290,9,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,0-4 years,221,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,0-4 years,241,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,10-14 years,141,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,10-14 years,153,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,15-19 years,91,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,15-19 years,88,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,20-24 years,212,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,20-24 years,152,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,25-29 years,459,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,25-29 years,341,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,30-34 years,357,2,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,30-34 years,336,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,35-39 years,242,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,35-39 years,257,2,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,40-44 years,175,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,40-44 years,211,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,45-49 years,165,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,45-49 years,157,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,5-9 years,189,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,5-9 years,189,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,50-54 years,153,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,50-54 years,165,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,55-59 years,118,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,55-59 years,132,2,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,60-64 years,104,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,60-64 years,120,2,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,65-69 years,72,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,65-69 years,75,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,70-74 years,33,0,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,70-74 years,46,1,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,75-79 years,14,0,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,75-79 years,18,0,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,80-84 years,9,0,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,80-84 years,6,0,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Female,85-89 years,2,0,Provisional
2020-09,2021-09,Long-term migrant,Arrivals,Male,85-89 years,1,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,0-4 years,109,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,0-4 years,110,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,10-14 years,41,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,10-14 years,56,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,15-19 years,119,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,15-19 years,99,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,20-24 years,293,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,20-24 years,352,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,25-29 years,601,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,25-29 years,661,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,30-34 years,346,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,30-34 years,408,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,35-39 years,150,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,35-39 years,200,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,40-44 years,87,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,40-44 years,144,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,45-49 years,73,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,45-49 years,116,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,5-9 years,70,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,5-9 years,76,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,50-54 years,75,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,50-54 years,60,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,55-59 years,88,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,55-59 years,74,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,60-64 years,110,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,60-64 years,76,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,65-69 years,88,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,65-69 years,72,1,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,70-74 years,36,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,70-74 years,28,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,75-79 years,12,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,75-79 years,10,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,80-84 years,7,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,80-84 years,3,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Female,85-89 years,3,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,85-89 years,3,0,Provisional
2020-09,2021-09,Long-term migrant,Departures,Male,90+ years,2,0,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,0-4 years,112,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,0-4 years,131,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,10-14 years,99,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,10-14 years,97,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,15-19 years,-28,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,15-19 years,-10,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,20-24 years,-81,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,20-24 years,-200,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,25-29 years,-142,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,25-29 years,-320,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,30-34 years,11,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,30-34 years,-72,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,35-39 years,91,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,35-39 years,57,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,40-44 years,88,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,40-44 years,67,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,45-49 years,92,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,45-49 years,41,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,5-9 years,119,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,5-9 years,113,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,50-54 years,79,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,50-54 years,104,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,55-59 years,30,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,55-59 years,58,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,60-64 years,-5,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,60-64 years,44,2,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,65-69 years,-16,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,65-69 years,3,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,70-74 years,-3,0,Provisional
2020-09,2021-09,Long-term migrant,Net,Male,70-74 years,18,1,Provisional
2020-09,2021-09,Long-term migrant,Net,Female,75-79 years,2,0,Provisional
